sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p188,10,paragraph,preserved,P00,/case/why-this-matters/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p189,10,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p190,10,heading,rewritten-for-clarity,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p191,10,heading,rewritten-for-clarity,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p192,10,list-item,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p193,10,list-item,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p194,10,list-item,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p195,10,list-item,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p196,10,list-item,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p197,10,list-item,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p198,10,list-item,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p199,10,list-item,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p200,10,list-item,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p201,10,list-item,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p202,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p203,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p204,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p205,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p206,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p207,11,paragraph,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p208,11,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p210,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p211,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p212,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p213,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p214,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p215,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p216,11,table,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p217,11,table,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p218,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p219,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p220,11,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p221,12,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p222,12,table,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p223,12,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p224,12,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p225,12,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p226,12,table,preserved,RB1,/case/roadblocks/tradition/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
